"Ticker","CIK","ADSH","INCOMETAXESPAID","DDATE","SIC.x","PERIOD","FP","FY","Name","Exchange","SIC.y","Business","Incorporated","IRS","Market Cap","Enterprise Value","Trailing P/E","Forward P/E","PEG Ratio","Price/Sales","Price/Book","Enterprise Value/Revenue","Enterprise Value/EBITDA","Fiscal Year Ends","Most Recent Quarter","Profit Margin","Operating Margin","Return on Assets","Return on Equity","Revenue","Revenue Per Share","Qtrly Revenue Growth","Gross Profit","EBITDA","Net Income Avl to Common","Diluted EPS","Qtrly Earnings Growth","Total Cash","Total Cash Per Share","Total Debt","Total Debt/Equity","Current Ratio","Book Value Per Share","Operating Cash Flow","Levered Free Cash Flow","Beta","52-Week Change","S&P500 52-Week Change","52-Week High","52-Week Low","50-Day Moving Average","200-Day Moving Average","Avg Vol","Avg Vol 1","Shares Outstanding","Float","% Held by Insiders","% Held by Institutions","Shares Short","Short Ratio","Short % of Float","Shares Short 2","Forward Annual Dividend Rate","Forward Annual Dividend Yield","Trailing Annual Dividend Yield","Trailing Annual Dividend Yield 3","5 Year Average Dividend Yield","Payout Ratio","Dividend Date","Ex-Dividend Date","Last Split Factor","Last Split Date","mc","taxes","tmratio"
"DNKN","1357204","0001357204-15-000015","90225000","20121231","5810","20141227","FY","2014","Dunkin Brands Group Inc","NASDAQ",5810,"MA","DE",NA,"3.89B","6.07B","38.85","17.20","1.46","4.68","N/A","7.49","14.91","Dec 26","Dec 26, 2015","12.98%","44.63%","7.10%","136.48%","810.93M","8.48","5.50%","613.42M","407.18M","105.23M","1.08","N/A","260.43M","2.81","2.45B","N/A","1.33","-2.38","185.57M","158.80M","0.12","-10.72%","-11.22%","56.79","36.44","39.96","44.30","1,917,890","3,067,100","92.64M","92.18M","0.48%","102.90%","15.96M","7.62","16.53%","15.76M","1.20","2.93%","1.06","2.60%","N/A","61.51%","Mar 16, 2016","Nov 19, 2015","N/A","N/A",3.89e+09,90225000,0.023194087403599
"DNKN","1357204","0001357204-15-000015","99410000","20141231","5810","20141227","FY","2014","Dunkin Brands Group Inc","NASDAQ",5810,"MA","DE",NA,"3.89B","6.07B","38.85","17.20","1.46","4.68","N/A","7.49","14.91","Dec 26","Dec 26, 2015","12.98%","44.63%","7.10%","136.48%","810.93M","8.48","5.50%","613.42M","407.18M","105.23M","1.08","N/A","260.43M","2.81","2.45B","N/A","1.33","-2.38","185.57M","158.80M","0.12","-10.72%","-11.22%","56.79","36.44","39.96","44.30","1,917,890","3,067,100","92.64M","92.18M","0.48%","102.90%","15.96M","7.62","16.53%","15.76M","1.20","2.93%","1.06","2.60%","N/A","61.51%","Mar 16, 2016","Nov 19, 2015","N/A","N/A",3.89e+09,99410000,0.0255552699228792
"DOV","29905","0000029905-15-000007","266517000","20121231","3530","20141231","FY","2014","Dover Corp","NYSE",3530,"IL","DE",530257888,"9.17B","11.58B","10.84","14.40","1.58","1.28","2.43","1.67","8.89","Dec 31","Dec 31, 2015","12.50%","14.03%","6.91%","16.23%","6.96B","44.13","-14.30%","2.97B","1.30B","595.88M","5.46","-16.20%","362.18M","2.34","2.77B","75.96","1.77","23.51","835.11M","1.06B","1.28","-20.33%","-11.22%","78.21","50.91","57.50","61.02","1,831,890","1,919,220","154.97M","152.64M","0.86%","92.40%","6.15M","2.95","3.89%","7.19M","1.68","2.93%","1.64","2.90%","2.00%","41.48%","Dec 15, 2015","Nov 25, 2015","1205:1000","Mar 3, 2014",9.17e+09,266517000,0.0290640130861505
"DOV","29905","0000029905-15-000007","372446000","20141231","3530","20141231","FY","2014","Dover Corp","NYSE",3530,"IL","DE",530257888,"9.17B","11.58B","10.84","14.40","1.58","1.28","2.43","1.67","8.89","Dec 31","Dec 31, 2015","12.50%","14.03%","6.91%","16.23%","6.96B","44.13","-14.30%","2.97B","1.30B","595.88M","5.46","-16.20%","362.18M","2.34","2.77B","75.96","1.77","23.51","835.11M","1.06B","1.28","-20.33%","-11.22%","78.21","50.91","57.50","61.02","1,831,890","1,919,220","154.97M","152.64M","0.86%","92.40%","6.15M","2.95","3.89%","7.19M","1.68","2.93%","1.64","2.90%","2.00%","41.48%","Dec 15, 2015","Nov 25, 2015","1205:1000","Mar 3, 2014",9.17e+09,372446000,0.0406157033805889
"DOV","29905","0000029905-15-000007","318402000","20131231","3530","20141231","FY","2014","Dover Corp","NYSE",3530,"IL","DE",530257888,"9.17B","11.58B","10.84","14.40","1.58","1.28","2.43","1.67","8.89","Dec 31","Dec 31, 2015","12.50%","14.03%","6.91%","16.23%","6.96B","44.13","-14.30%","2.97B","1.30B","595.88M","5.46","-16.20%","362.18M","2.34","2.77B","75.96","1.77","23.51","835.11M","1.06B","1.28","-20.33%","-11.22%","78.21","50.91","57.50","61.02","1,831,890","1,919,220","154.97M","152.64M","0.86%","92.40%","6.15M","2.95","3.89%","7.19M","1.68","2.93%","1.64","2.90%","2.00%","41.48%","Dec 15, 2015","Nov 25, 2015","1205:1000","Mar 3, 2014",9.17e+09,318402000,0.0347221374045802
"DRH","1298946","0001298946-15-000019","795000","20131231","6798","20141231","FY","2014","Diamondrock Hospitality Co","NYSE",6798,"MD","",NA,"1.64B","2.64B","13.28","7.24","0.99","1.71","0.86","2.86","10.36","Dec 31","Sep 30, 2015","13.42%","17.01%","3.10%","6.97%","920.82M","4.61","4.10%","248.74M","254.35M","123.54M","0.62","-44.20%","61.98M","0.31","1.06B","57.95","0.60","9.08","222.01M","222.14M","1.25","-43.90%","-11.22%","15.16","7.28","8.57","10.85","2,513,530","2,813,990","200.74M","198.61M","1.07%","112.90%","10.09M","3.06","9.40%","10.56M","0.50","6.37%","0.50","6.40%","N/A","77.41%","Jan 12, 2016","Dec 29, 2015","105:100","Oct 4, 2010",1.64e+09,795000,0.000484756097560976
"DRH","1298946","0001298946-15-000019","478000","20141231","6798","20141231","FY","2014","Diamondrock Hospitality Co","NYSE",6798,"MD","",NA,"1.64B","2.64B","13.28","7.24","0.99","1.71","0.86","2.86","10.36","Dec 31","Sep 30, 2015","13.42%","17.01%","3.10%","6.97%","920.82M","4.61","4.10%","248.74M","254.35M","123.54M","0.62","-44.20%","61.98M","0.31","1.06B","57.95","0.60","9.08","222.01M","222.14M","1.25","-43.90%","-11.22%","15.16","7.28","8.57","10.85","2,513,530","2,813,990","200.74M","198.61M","1.07%","112.90%","10.09M","3.06","9.40%","10.56M","0.50","6.37%","0.50","6.40%","N/A","77.41%","Jan 12, 2016","Dec 29, 2015","105:100","Oct 4, 2010",1.64e+09,478000,0.000291463414634146
"DRH","1298946","0001298946-15-000019","1723000","20121231","6798","20141231","FY","2014","Diamondrock Hospitality Co","NYSE",6798,"MD","",NA,"1.64B","2.64B","13.28","7.24","0.99","1.71","0.86","2.86","10.36","Dec 31","Sep 30, 2015","13.42%","17.01%","3.10%","6.97%","920.82M","4.61","4.10%","248.74M","254.35M","123.54M","0.62","-44.20%","61.98M","0.31","1.06B","57.95","0.60","9.08","222.01M","222.14M","1.25","-43.90%","-11.22%","15.16","7.28","8.57","10.85","2,513,530","2,813,990","200.74M","198.61M","1.07%","112.90%","10.09M","3.06","9.40%","10.56M","0.50","6.37%","0.50","6.40%","N/A","77.41%","Jan 12, 2016","Dec 29, 2015","105:100","Oct 4, 2010",1.64e+09,1723000,0.00105060975609756
"EBAY","1065088","0001065088-15-000054","4.66e+08","20131231","7389","20141231","FY","2014","Ebay Inc","NASDAQ",7389,"CA","DE",770430924,"26.51B","27.16B","15.86","10.92","1.87","3.03","3.98","3.16","9.22","Dec 31","Dec 31, 2015","20.08%","26.29%","4.49%","14.70%","8.59B","7.11","N/A","6.82B","2.95B","1.95B","1.42","-53.40%","6.13B","5.20","6.78B","103.09","3.49","5.55","4.03B","4.22B","1.21","-5.29%","-11.22%","29.83","21.52","25.11","26.75","12,716,700","16,704,600","1.18B","1.02B","7.31%","82.90%","22.29M","1.49","2.00%","23.62M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2376:1000","Jul 20, 2015",2.651e+10,4.66e+08,0.0175782723500566
"EBAY","1065088","0001065088-15-000054","3.43e+08","20141231","7389","20141231","FY","2014","Ebay Inc","NASDAQ",7389,"CA","DE",770430924,"26.51B","27.16B","15.86","10.92","1.87","3.03","3.98","3.16","9.22","Dec 31","Dec 31, 2015","20.08%","26.29%","4.49%","14.70%","8.59B","7.11","N/A","6.82B","2.95B","1.95B","1.42","-53.40%","6.13B","5.20","6.78B","103.09","3.49","5.55","4.03B","4.22B","1.21","-5.29%","-11.22%","29.83","21.52","25.11","26.75","12,716,700","16,704,600","1.18B","1.02B","7.31%","82.90%","22.29M","1.49","2.00%","23.62M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2376:1000","Jul 20, 2015",2.651e+10,3.43e+08,0.0129385137683893
"EBAY","1065088","0001065088-15-000054","7.89e+08","20121231","7389","20141231","FY","2014","Ebay Inc","NASDAQ",7389,"CA","DE",770430924,"26.51B","27.16B","15.86","10.92","1.87","3.03","3.98","3.16","9.22","Dec 31","Dec 31, 2015","20.08%","26.29%","4.49%","14.70%","8.59B","7.11","N/A","6.82B","2.95B","1.95B","1.42","-53.40%","6.13B","5.20","6.78B","103.09","3.49","5.55","4.03B","4.22B","1.21","-5.29%","-11.22%","29.83","21.52","25.11","26.75","12,716,700","16,704,600","1.18B","1.02B","7.31%","82.90%","22.29M","1.49","2.00%","23.62M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2376:1000","Jul 20, 2015",2.651e+10,7.89e+08,0.0297623538287439
"ECL","31462","0001104659-15-014788","434200000","20131231","2840","20141231","FY","2014","Ecolab Inc","NYSE",2840,"MN","DE",410231510,"31.49B","38.07B","28.57","22.45","2.04","2.21","4.50","2.76","13.04","Dec 31","Sep 30, 2015","8.17%","14.88%","6.66%","15.57%","13.81B","46.45","-6.70%","6.60B","2.92B","1.13B","3.73","-29.40%","184.80M","0.63","6.76B","98.83","1.31","22.97","2.07B","1.46B","1.12","-4.51%","-11.22%","122.48","99.99","106.70","113.15","1,286,720","1,450,920","295.30M","265.52M","9.89%","79.20%","7.34M","4.89","2.79%","7.53M","1.40","1.36%","1.34","1.30%","1.10%","35.38%","Jan 15, 2016","Dec 11, 2015","2:1","Jun 9, 2003",3.149e+10,434200000,0.0137885042870753
"ECL","31462","0001104659-15-014788","5.22e+08","20141231","2840","20141231","FY","2014","Ecolab Inc","NYSE",2840,"MN","DE",410231510,"31.49B","38.07B","28.57","22.45","2.04","2.21","4.50","2.76","13.04","Dec 31","Sep 30, 2015","8.17%","14.88%","6.66%","15.57%","13.81B","46.45","-6.70%","6.60B","2.92B","1.13B","3.73","-29.40%","184.80M","0.63","6.76B","98.83","1.31","22.97","2.07B","1.46B","1.12","-4.51%","-11.22%","122.48","99.99","106.70","113.15","1,286,720","1,450,920","295.30M","265.52M","9.89%","79.20%","7.34M","4.89","2.79%","7.53M","1.40","1.36%","1.34","1.30%","1.10%","35.38%","Jan 15, 2016","Dec 11, 2015","2:1","Jun 9, 2003",3.149e+10,5.22e+08,0.01657669101302
"ECL","31462","0001104659-15-014788","222600000","20121231","2840","20141231","FY","2014","Ecolab Inc","NYSE",2840,"MN","DE",410231510,"31.49B","38.07B","28.57","22.45","2.04","2.21","4.50","2.76","13.04","Dec 31","Sep 30, 2015","8.17%","14.88%","6.66%","15.57%","13.81B","46.45","-6.70%","6.60B","2.92B","1.13B","3.73","-29.40%","184.80M","0.63","6.76B","98.83","1.31","22.97","2.07B","1.46B","1.12","-4.51%","-11.22%","122.48","99.99","106.70","113.15","1,286,720","1,450,920","295.30M","265.52M","9.89%","79.20%","7.34M","4.89","2.79%","7.53M","1.40","1.36%","1.34","1.30%","1.10%","35.38%","Jan 15, 2016","Dec 11, 2015","2:1","Jun 9, 2003",3.149e+10,222600000,0.00706891076532232
"ED","1047862","0001193125-15-054350","6.33e+08","20141231","4931","20141231","FY","2014","Consolidated Edison Inc","NYSE",4931,"NY","NY",133965100,"20.73B","34.09B","18.96","17.42","6.43","1.65","1.61","2.69","10.05","Dec 31","Sep 30, 2015","8.67%","17.97%","3.33%","8.53%","12.68B","43.27","1.60%","5.11B","3.39B","1.10B","3.73","-1.80%","91.00M","0.31","13.44B","103.01","0.79","44.49","3.28B","-859.50M","-0.02","10.81%","-11.22%","73.90","56.86","68.35","65.19","2,239,430","2,429,060","293.19M","292.84M","0.17%","54.50%","13.27M","4.80","4.53%","15.78M","2.68","3.71%","2.62","3.70%","4.19%","69.05%","Mar 15, 2016","Feb 12, 2016","2:1","Jul 3, 1989",2.073e+10,6.33e+08,0.0305354558610709
"ED","1047862","0001193125-15-054350","6.9e+07","20131231","4931","20141231","FY","2014","Consolidated Edison Inc","NYSE",4931,"NY","NY",133965100,"20.73B","34.09B","18.96","17.42","6.43","1.65","1.61","2.69","10.05","Dec 31","Sep 30, 2015","8.67%","17.97%","3.33%","8.53%","12.68B","43.27","1.60%","5.11B","3.39B","1.10B","3.73","-1.80%","91.00M","0.31","13.44B","103.01","0.79","44.49","3.28B","-859.50M","-0.02","10.81%","-11.22%","73.90","56.86","68.35","65.19","2,239,430","2,429,060","293.19M","292.84M","0.17%","54.50%","13.27M","4.80","4.53%","15.78M","2.68","3.71%","2.62","3.70%","4.19%","69.05%","Mar 15, 2016","Feb 12, 2016","2:1","Jul 3, 1989",2.073e+10,6.9e+07,0.00332850940665702
"ED","1047862","0001193125-15-054350","4.6e+07","20121231","4931","20141231","FY","2014","Consolidated Edison Inc","NYSE",4931,"NY","NY",133965100,"20.73B","34.09B","18.96","17.42","6.43","1.65","1.61","2.69","10.05","Dec 31","Sep 30, 2015","8.67%","17.97%","3.33%","8.53%","12.68B","43.27","1.60%","5.11B","3.39B","1.10B","3.73","-1.80%","91.00M","0.31","13.44B","103.01","0.79","44.49","3.28B","-859.50M","-0.02","10.81%","-11.22%","73.90","56.86","68.35","65.19","2,239,430","2,429,060","293.19M","292.84M","0.17%","54.50%","13.27M","4.80","4.53%","15.78M","2.68","3.71%","2.62","3.70%","4.19%","69.05%","Mar 15, 2016","Feb 12, 2016","2:1","Jul 3, 1989",2.073e+10,4.6e+07,0.00221900627110468
"EEFT","1029199","0001029199-15-000017","39574000","20141231","6099","20141231","FY","2014","Euronet Worldwide Inc","NASDAQ",6099,"KS","DE",742806888,"3.43B","3.53B","35.58","15.19","1.13","1.94","4.16","1.99","12.88","Dec 31","Dec 31, 2015","5.58%","11.56%","6.04%","12.63%","1.77B","32.77","1.90%","630.67M","273.95M","98.80M","1.83","11.30%","457.50M","8.35","423.70M","51.30","1.25","15.07","N/A","N/A","1.41","22.36%","-11.22%","82.49","51.65","72.10","72.74","472,019","1,296,260","52.81M","52.08M","4.92%","91.60%","1.42M","3.24","3.35%","1.33M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",3.43e+09,39574000,0.0115376093294461
"EEFT","1029199","0001029199-15-000017","28400000","20131231","6099","20141231","FY","2014","Euronet Worldwide Inc","NASDAQ",6099,"KS","DE",742806888,"3.43B","3.53B","35.58","15.19","1.13","1.94","4.16","1.99","12.88","Dec 31","Dec 31, 2015","5.58%","11.56%","6.04%","12.63%","1.77B","32.77","1.90%","630.67M","273.95M","98.80M","1.83","11.30%","457.50M","8.35","423.70M","51.30","1.25","15.07","N/A","N/A","1.41","22.36%","-11.22%","82.49","51.65","72.10","72.74","472,019","1,296,260","52.81M","52.08M","4.92%","91.60%","1.42M","3.24","3.35%","1.33M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",3.43e+09,28400000,0.0082798833819242
"EEFT","1029199","0001029199-15-000017","27275000","20121231","6099","20141231","FY","2014","Euronet Worldwide Inc","NASDAQ",6099,"KS","DE",742806888,"3.43B","3.53B","35.58","15.19","1.13","1.94","4.16","1.99","12.88","Dec 31","Dec 31, 2015","5.58%","11.56%","6.04%","12.63%","1.77B","32.77","1.90%","630.67M","273.95M","98.80M","1.83","11.30%","457.50M","8.35","423.70M","51.30","1.25","15.07","N/A","N/A","1.41","22.36%","-11.22%","82.49","51.65","72.10","72.74","472,019","1,296,260","52.81M","52.08M","4.92%","91.60%","1.42M","3.24","3.35%","1.33M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",3.43e+09,27275000,0.00795189504373178
"EGHT","1023731","0001136261-15-000166","159000","20150331","4813","20150331","FY","2015","8X8 Inc","NASDAQ",4813,"CA","DE",770142404,"956.22M","801.63M","N/A","54.05","4.27","4.91","3.57","4.10","187.12","Mar 31","Dec 31, 2015","-1.98%","-1.77%","-0.71%","-1.39%","195.53M","2.20","28.50%","116.85M","4.28M","-3.86M","-0.05","N/A","154.59M","1.75","0.00","N/A","5.75","3.05","22.85M","16.52M","1.04","37.71%","-11.22%","13.65","7.00","11.45","9.99","868,113","1,001,220","88.46M","85.73M","1.68%","66.40%","3.42M","3.25","4.45%","3.21M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",956220000,159000,0.00016627972642279
"EGHT","1023731","0001136261-15-000166","415000","20130331","4813","20150331","FY","2015","8X8 Inc","NASDAQ",4813,"CA","DE",770142404,"956.22M","801.63M","N/A","54.05","4.27","4.91","3.57","4.10","187.12","Mar 31","Dec 31, 2015","-1.98%","-1.77%","-0.71%","-1.39%","195.53M","2.20","28.50%","116.85M","4.28M","-3.86M","-0.05","N/A","154.59M","1.75","0.00","N/A","5.75","3.05","22.85M","16.52M","1.04","37.71%","-11.22%","13.65","7.00","11.45","9.99","868,113","1,001,220","88.46M","85.73M","1.68%","66.40%","3.42M","3.25","4.45%","3.21M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",956220000,415000,0.00043400054380791
"EGHT","1023731","0001136261-15-000166","427000","20140331","4813","20150331","FY","2015","8X8 Inc","NASDAQ",4813,"CA","DE",770142404,"956.22M","801.63M","N/A","54.05","4.27","4.91","3.57","4.10","187.12","Mar 31","Dec 31, 2015","-1.98%","-1.77%","-0.71%","-1.39%","195.53M","2.20","28.50%","116.85M","4.28M","-3.86M","-0.05","N/A","154.59M","1.75","0.00","N/A","5.75","3.05","22.85M","16.52M","1.04","37.71%","-11.22%","13.65","7.00","11.45","9.99","868,113","1,001,220","88.46M","85.73M","1.68%","66.40%","3.42M","3.25","4.45%","3.21M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",956220000,427000,0.000446549957122838
"EGOV","1065332","0001157523-15-000683","25059316","20141231","8742","20141231","FY","2014","Nic Inc","NASDAQ",8742,"KS","CO",522077581,"1.15B","1.05B","27.87","23.73","1.05","3.92","9.90","3.61","13.93","Dec 31","Dec 31, 2015","14.36%","23.02%","20.30%","38.17%","292.38M","4.46","7.80%","111.13M","75.68M","41.98M","0.63","8.30%","98.39M","1.50","0.00","N/A","1.88","1.76","50.76M","49.16M","0.42","8.19%","-11.22%","20.90","14.48","18.72","18.99","218,547","409,100","65.64M","61.23M","6.36%","90.90%","1.16M","5.24","2.18%","1.09M","N/A","N/A","0.55","3.20%","N/A","N/A","Jan 4, 2016","Nov 10, 2015","N/A","N/A",1.15e+09,25059316,0.0217907095652174
"EGOV","1065332","0001157523-15-000683","14107555","20121231","8742","20141231","FY","2014","Nic Inc","NASDAQ",8742,"KS","CO",522077581,"1.15B","1.05B","27.87","23.73","1.05","3.92","9.90","3.61","13.93","Dec 31","Dec 31, 2015","14.36%","23.02%","20.30%","38.17%","292.38M","4.46","7.80%","111.13M","75.68M","41.98M","0.63","8.30%","98.39M","1.50","0.00","N/A","1.88","1.76","50.76M","49.16M","0.42","8.19%","-11.22%","20.90","14.48","18.72","18.99","218,547","409,100","65.64M","61.23M","6.36%","90.90%","1.16M","5.24","2.18%","1.09M","N/A","N/A","0.55","3.20%","N/A","N/A","Jan 4, 2016","Nov 10, 2015","N/A","N/A",1.15e+09,14107555,0.0122674391304348
"EGOV","1065332","0001157523-15-000683","15939214","20131231","8742","20141231","FY","2014","Nic Inc","NASDAQ",8742,"KS","CO",522077581,"1.15B","1.05B","27.87","23.73","1.05","3.92","9.90","3.61","13.93","Dec 31","Dec 31, 2015","14.36%","23.02%","20.30%","38.17%","292.38M","4.46","7.80%","111.13M","75.68M","41.98M","0.63","8.30%","98.39M","1.50","0.00","N/A","1.88","1.76","50.76M","49.16M","0.42","8.19%","-11.22%","20.90","14.48","18.72","18.99","218,547","409,100","65.64M","61.23M","6.36%","90.90%","1.16M","5.24","2.18%","1.09M","N/A","N/A","0.55","3.20%","N/A","N/A","Jan 4, 2016","Nov 10, 2015","N/A","N/A",1.15e+09,15939214,0.0138601860869565
"ELGX","1013606","0001013606-15-000016","171000","20131231","3841","20141231","FY","2014","Endologix Inc","NASDAQ",3841,"CA","DE",680328265,"563.35M","473.86M","N/A","N/A","-0.30","3.00","4.64","3.09","-13.03","Dec 31","Sep 30, 2015","-32.58%","-27.59%","-10.89%","-42.75%","153.23M","2.24","2.90%","105.79M","-36.37M","-49.91M","-0.73","N/A","68.29M","1.01","73.05M","73.71","4.01","1.46","-29.40M","-23.54M","0.85","-52.18%","-11.22%","18.07","6.51","8.35","10.96","976,176","1,610,840","81.41M","62.69M","1.45%","104.90%","8.86M","10.10","15.23%","9.91M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",563350000,171000,0.0003035413153457
"ELGX","1013606","0001013606-15-000016","16000","20121231","3841","20141231","FY","2014","Endologix Inc","NASDAQ",3841,"CA","DE",680328265,"563.35M","473.86M","N/A","N/A","-0.30","3.00","4.64","3.09","-13.03","Dec 31","Sep 30, 2015","-32.58%","-27.59%","-10.89%","-42.75%","153.23M","2.24","2.90%","105.79M","-36.37M","-49.91M","-0.73","N/A","68.29M","1.01","73.05M","73.71","4.01","1.46","-29.40M","-23.54M","0.85","-52.18%","-11.22%","18.07","6.51","8.35","10.96","976,176","1,610,840","81.41M","62.69M","1.45%","104.90%","8.86M","10.10","15.23%","9.91M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",563350000,16000,2.84015265820538e-05
"ELGX","1013606","0001013606-15-000016","258000","20141231","3841","20141231","FY","2014","Endologix Inc","NASDAQ",3841,"CA","DE",680328265,"563.35M","473.86M","N/A","N/A","-0.30","3.00","4.64","3.09","-13.03","Dec 31","Sep 30, 2015","-32.58%","-27.59%","-10.89%","-42.75%","153.23M","2.24","2.90%","105.79M","-36.37M","-49.91M","-0.73","N/A","68.29M","1.01","73.05M","73.71","4.01","1.46","-29.40M","-23.54M","0.85","-52.18%","-11.22%","18.07","6.51","8.35","10.96","976,176","1,610,840","81.41M","62.69M","1.45%","104.90%","8.86M","10.10","15.23%","9.91M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",563350000,258000,0.000457974616135617
"ELLI","1122388","0001122388-15-000021","4582000","20131231","7372","20141231","FY","2014","Ellie Mae Inc","NYSE",7372,"CA","DE",NA,"2.20B","2.09B","102.24","29.56","1.69","7.23","6.31","8.24","41.98","Dec 31","Dec 31, 2015","8.77%","13.33%","6.46%","8.19%","253.94M","8.70","39.30%","115.25M","49.88M","22.26M","0.72","-14.40%","83.37M","2.82","685.00K","0.24","1.93","9.84","87.23M","36.74M","0.89","41.48%","-11.22%","82.92","50.11","64.89","68.42","671,539","1,415,220","29.82M","26.08M","4.34%","102.80%","3.30M","4.96","13.68%","4.21M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",2.2e+09,4582000,0.00208272727272727
"ELLI","1122388","0001122388-15-000021","212000","20121231","7372","20141231","FY","2014","Ellie Mae Inc","NYSE",7372,"CA","DE",NA,"2.20B","2.09B","102.24","29.56","1.69","7.23","6.31","8.24","41.98","Dec 31","Dec 31, 2015","8.77%","13.33%","6.46%","8.19%","253.94M","8.70","39.30%","115.25M","49.88M","22.26M","0.72","-14.40%","83.37M","2.82","685.00K","0.24","1.93","9.84","87.23M","36.74M","0.89","41.48%","-11.22%","82.92","50.11","64.89","68.42","671,539","1,415,220","29.82M","26.08M","4.34%","102.80%","3.30M","4.96","13.68%","4.21M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",2.2e+09,212000,9.63636363636364e-05
"ELLI","1122388","0001122388-15-000021","126000","20141231","7372","20141231","FY","2014","Ellie Mae Inc","NYSE",7372,"CA","DE",NA,"2.20B","2.09B","102.24","29.56","1.69","7.23","6.31","8.24","41.98","Dec 31","Dec 31, 2015","8.77%","13.33%","6.46%","8.19%","253.94M","8.70","39.30%","115.25M","49.88M","22.26M","0.72","-14.40%","83.37M","2.82","685.00K","0.24","1.93","9.84","87.23M","36.74M","0.89","41.48%","-11.22%","82.92","50.11","64.89","68.42","671,539","1,415,220","29.82M","26.08M","4.34%","102.80%","3.30M","4.96","13.68%","4.21M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",2.2e+09,126000,5.72727272727273e-05
"EMC","790070","0000790070-15-000062","7.61e+08","20131231","3572","20141231","FY","2014","Emc Corp","NYSE",3572,"MA","MA",42680009,"46.88B","44.38B","23.89","12.19","1.31","1.90","2.22","1.80","8.24","Dec 31","Dec 31, 2015","8.06%","14.07%","4.70%","9.39%","24.70B","12.71","-0.50%","15.25B","5.38B","1.99B","1.01","-32.70%","9.28B","4.77","6.77B","29.82","1.17","10.88","5.39B","5.10B","1.07","-14.74%","-11.22%","29.24","22.66","24.66","25.37","13,082,000","14,012,900","1.94B","1.94B","0.46%","84.00%","16.29M","1.04","0.83%","10.38M","0.46","1.90%","0.46","1.90%","N/A","38.56%","Jan 22, 2016","Dec 30, 2015","2:1","Jun 5, 2000",4.688e+10,7.61e+08,0.0162329351535836
"EMC","790070","0000790070-15-000062","9.53e+08","20141231","3572","20141231","FY","2014","Emc Corp","NYSE",3572,"MA","MA",42680009,"46.88B","44.38B","23.89","12.19","1.31","1.90","2.22","1.80","8.24","Dec 31","Dec 31, 2015","8.06%","14.07%","4.70%","9.39%","24.70B","12.71","-0.50%","15.25B","5.38B","1.99B","1.01","-32.70%","9.28B","4.77","6.77B","29.82","1.17","10.88","5.39B","5.10B","1.07","-14.74%","-11.22%","29.24","22.66","24.66","25.37","13,082,000","14,012,900","1.94B","1.94B","0.46%","84.00%","16.29M","1.04","0.83%","10.38M","0.46","1.90%","0.46","1.90%","N/A","38.56%","Jan 22, 2016","Dec 30, 2015","2:1","Jun 5, 2000",4.688e+10,9.53e+08,0.0203284982935154
"EMC","790070","0000790070-15-000062","3.74e+08","20121231","3572","20141231","FY","2014","Emc Corp","NYSE",3572,"MA","MA",42680009,"46.88B","44.38B","23.89","12.19","1.31","1.90","2.22","1.80","8.24","Dec 31","Dec 31, 2015","8.06%","14.07%","4.70%","9.39%","24.70B","12.71","-0.50%","15.25B","5.38B","1.99B","1.01","-32.70%","9.28B","4.77","6.77B","29.82","1.17","10.88","5.39B","5.10B","1.07","-14.74%","-11.22%","29.24","22.66","24.66","25.37","13,082,000","14,012,900","1.94B","1.94B","0.46%","84.00%","16.29M","1.04","0.83%","10.38M","0.46","1.90%","0.46","1.90%","N/A","38.56%","Jan 22, 2016","Dec 30, 2015","2:1","Jun 5, 2000",4.688e+10,3.74e+08,0.0079778156996587
