"Ticker","CIK","ADSH","INCOMETAXESPAID","DDATE","SIC.x","PERIOD","FP","FY","Name","Exchange","SIC.y","Business","Incorporated","IRS","Market Cap","Enterprise Value","Trailing P/E","Forward P/E","PEG Ratio","Price/Sales","Price/Book","Enterprise Value/Revenue","Enterprise Value/EBITDA","Fiscal Year Ends","Most Recent Quarter","Profit Margin","Operating Margin","Return on Assets","Return on Equity","Revenue","Revenue Per Share","Qtrly Revenue Growth","Gross Profit","EBITDA","Net Income Avl to Common","Diluted EPS","Qtrly Earnings Growth","Total Cash","Total Cash Per Share","Total Debt","Total Debt/Equity","Current Ratio","Book Value Per Share","Operating Cash Flow","Levered Free Cash Flow","Beta","52-Week Change","S&P500 52-Week Change","52-Week High","52-Week Low","50-Day Moving Average","200-Day Moving Average","Avg Vol","Avg Vol 1","Shares Outstanding","Float","% Held by Insiders","% Held by Institutions","Shares Short","Short Ratio","Short % of Float","Shares Short 2","Forward Annual Dividend Rate","Forward Annual Dividend Yield","Trailing Annual Dividend Yield","Trailing Annual Dividend Yield 3","5 Year Average Dividend Yield","Payout Ratio","Dividend Date","Ex-Dividend Date","Last Split Factor","Last Split Date","mc","taxes","tmratio"
"VECO","103145","0001104659-15-013387","11566000","20121231","3559","20141231","FY","2014","Veeco Instruments Inc","NASDAQ",3559,"NY","DE",112989601,"729.20M","327.82M","N/A","23.43","0.40","1.48","0.98","0.68","15.24","Dec 31","Sep 30, 2015","-16.34%","-3.34%","-1.08%","-10.39%","484.06M","12.21","50.80%","134.88M","21.51M","-79.10M","-2.00","N/A","402.99M","9.84","1.61M","0.22","3.43","17.84","70.52M","64.54M","0.58","-42.81%","-11.22%","33.22","16.54","18.32","20.64","352,673","244,038","40.94M","40.39M","1.13%","102.20%","3.88M","11.43","10.99%","3.79M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",729200000,11566000,0.0158612177729018
"VECO","103145","0001104659-15-013387","8001000","20131231","3559","20141231","FY","2014","Veeco Instruments Inc","NASDAQ",3559,"NY","DE",112989601,"729.20M","327.82M","N/A","23.43","0.40","1.48","0.98","0.68","15.24","Dec 31","Sep 30, 2015","-16.34%","-3.34%","-1.08%","-10.39%","484.06M","12.21","50.80%","134.88M","21.51M","-79.10M","-2.00","N/A","402.99M","9.84","1.61M","0.22","3.43","17.84","70.52M","64.54M","0.58","-42.81%","-11.22%","33.22","16.54","18.32","20.64","352,673","244,038","40.94M","40.39M","1.13%","102.20%","3.88M","11.43","10.99%","3.79M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",729200000,8001000,0.0109722984092156
"VEEV","1393052","0001564590-15-002300","5659000","20130131","7372","20150131","FY","2015","Veeva Systems Inc","NYSE",7372,"CA","",208235463,"2.77B","2.43B","59.49","35.90","1.49","7.18","5.77","6.36","26.73","Jan 31","Oct 31, 2015","13.14%","22.48%","9.60%","11.74%","381.96M","2.91","27.60%","197.56M","90.90M","50.12M","0.35","2.20%","339.47M","2.55","0.00","N/A","3.13","3.57","75.29M","57.71M","N/A","-30.37%","-11.22%","33.10","19.97","24.79","25.71","1,225,330","1,656,850","81.53M","64.40M","22.55%","78.00%","11.49M","8.88","22.14%","12.40M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",2.77e+09,5659000,0.00204296028880866
"VEEV","1393052","0001564590-15-002300","1515000","20150131","7372","20150131","FY","2015","Veeva Systems Inc","NYSE",7372,"CA","",208235463,"2.77B","2.43B","59.49","35.90","1.49","7.18","5.77","6.36","26.73","Jan 31","Oct 31, 2015","13.14%","22.48%","9.60%","11.74%","381.96M","2.91","27.60%","197.56M","90.90M","50.12M","0.35","2.20%","339.47M","2.55","0.00","N/A","3.13","3.57","75.29M","57.71M","N/A","-30.37%","-11.22%","33.10","19.97","24.79","25.71","1,225,330","1,656,850","81.53M","64.40M","22.55%","78.00%","11.49M","8.88","22.14%","12.40M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",2.77e+09,1515000,0.000546931407942238
"VEEV","1393052","0001564590-15-002300","20673000","20140131","7372","20150131","FY","2015","Veeva Systems Inc","NYSE",7372,"CA","",208235463,"2.77B","2.43B","59.49","35.90","1.49","7.18","5.77","6.36","26.73","Jan 31","Oct 31, 2015","13.14%","22.48%","9.60%","11.74%","381.96M","2.91","27.60%","197.56M","90.90M","50.12M","0.35","2.20%","339.47M","2.55","0.00","N/A","3.13","3.57","75.29M","57.71M","N/A","-30.37%","-11.22%","33.10","19.97","24.79","25.71","1,225,330","1,656,850","81.53M","64.40M","22.55%","78.00%","11.49M","8.88","22.14%","12.40M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",2.77e+09,20673000,0.00746317689530686
"VLY","714310","0000714310-15-000079","15317000","20131231","6021","20141231","FY","2014","Valley National Bancorp","NYSE",6021,"NJ","NJ",222477875,"2.25B","4.77B","21.14","11.68","2.51","3.62","1.03","7.97","N/A","Dec 31","Dec 31, 2015","17.20%","34.09%","0.51%","5.06%","598.66M","2.55","17.70%","N/A","N/A","99.14M","0.42","-81.40%","413.80M","1.63","2.93B","N/A","N/A","8.26","N/A","N/A","0.82","-9.11%","-11.22%","11.24","8.31","8.95","9.82","3,006,100","2,793,190","253.79M","243.03M","4.29%","56.10%","16.70M","4.95","7.70%","18.98M","0.44","5.16%","0.44","5.20%","5.57%","83.30%","Jan 4, 2016","Dec 11, 2015","105:100","May 9, 2012",2.25e+09,15317000,0.00680755555555556
"VLY","714310","0000714310-15-000079","50111000","20121231","6021","20141231","FY","2014","Valley National Bancorp","NYSE",6021,"NJ","NJ",222477875,"2.25B","4.77B","21.14","11.68","2.51","3.62","1.03","7.97","N/A","Dec 31","Dec 31, 2015","17.20%","34.09%","0.51%","5.06%","598.66M","2.55","17.70%","N/A","N/A","99.14M","0.42","-81.40%","413.80M","1.63","2.93B","N/A","N/A","8.26","N/A","N/A","0.82","-9.11%","-11.22%","11.24","8.31","8.95","9.82","3,006,100","2,793,190","253.79M","243.03M","4.29%","56.10%","16.70M","4.95","7.70%","18.98M","0.44","5.16%","0.44","5.20%","5.57%","83.30%","Jan 4, 2016","Dec 11, 2015","105:100","May 9, 2012",2.25e+09,50111000,0.0222715555555556
"VLY","714310","0000714310-15-000079","34236000","20141231","6021","20141231","FY","2014","Valley National Bancorp","NYSE",6021,"NJ","NJ",222477875,"2.25B","4.77B","21.14","11.68","2.51","3.62","1.03","7.97","N/A","Dec 31","Dec 31, 2015","17.20%","34.09%","0.51%","5.06%","598.66M","2.55","17.70%","N/A","N/A","99.14M","0.42","-81.40%","413.80M","1.63","2.93B","N/A","N/A","8.26","N/A","N/A","0.82","-9.11%","-11.22%","11.24","8.31","8.95","9.82","3,006,100","2,793,190","253.79M","243.03M","4.29%","56.10%","16.70M","4.95","7.70%","18.98M","0.44","5.16%","0.44","5.20%","5.57%","83.30%","Jan 4, 2016","Dec 11, 2015","105:100","May 9, 2012",2.25e+09,34236000,0.015216
"VNO","899689","0000899689-15-000026","11696000","20141231","6798","20141231","FY","2014","Vornado Realty Trust","NYSE",6798,"NY","MD",221657560,"15.30B","25.42B","15.97","15.42","3.08","5.43","2.80","9.13","18.86","Dec 31","Sep 30, 2015","37.46%","31.54%","2.68%","8.33%","2.78B","14.80","12.70%","1.57B","1.35B","515.58M","5.08","44.70%","788.14M","4.18","10.08B","117.83","3.85","28.67","750.27M","867.19M","0.80","-28.13%","-11.22%","114.15","78.91","90.98","94.04","919,803","1,415,960","188.62M","171.46M","9.12%","88.90%","3.30M","3.37","2.40%","3.38M","2.52","3.14%","2.52","3.10%","3.07%","96.32%","Feb 16, 2016","Jan 28, 2016","1104:1000","Jan 16, 2015",1.53e+10,11696000,0.000764444444444444
"VNO","899689","0000899689-15-000006","11696000","20141231","6798","20141231","FY","2014","Vornado Realty Trust","NYSE",6798,"NY","MD",221657560,"15.30B","25.42B","15.97","15.42","3.08","5.43","2.80","9.13","18.86","Dec 31","Sep 30, 2015","37.46%","31.54%","2.68%","8.33%","2.78B","14.80","12.70%","1.57B","1.35B","515.58M","5.08","44.70%","788.14M","4.18","10.08B","117.83","3.85","28.67","750.27M","867.19M","0.80","-28.13%","-11.22%","114.15","78.91","90.98","94.04","919,803","1,415,960","188.62M","171.46M","9.12%","88.90%","3.30M","3.37","2.40%","3.38M","2.52","3.14%","2.52","3.10%","3.07%","96.32%","Feb 16, 2016","Jan 28, 2016","1104:1000","Jan 16, 2015",1.53e+10,11696000,0.000764444444444444
"VNO","899689","0000899689-15-000006","21709000","20121231","6798","20141231","FY","2014","Vornado Realty Trust","NYSE",6798,"NY","MD",221657560,"15.30B","25.42B","15.97","15.42","3.08","5.43","2.80","9.13","18.86","Dec 31","Sep 30, 2015","37.46%","31.54%","2.68%","8.33%","2.78B","14.80","12.70%","1.57B","1.35B","515.58M","5.08","44.70%","788.14M","4.18","10.08B","117.83","3.85","28.67","750.27M","867.19M","0.80","-28.13%","-11.22%","114.15","78.91","90.98","94.04","919,803","1,415,960","188.62M","171.46M","9.12%","88.90%","3.30M","3.37","2.40%","3.38M","2.52","3.14%","2.52","3.10%","3.07%","96.32%","Feb 16, 2016","Jan 28, 2016","1104:1000","Jan 16, 2015",1.53e+10,21709000,0.00141888888888889
"VNO","899689","0000899689-15-000006","9023000","20131231","6798","20141231","FY","2014","Vornado Realty Trust","NYSE",6798,"NY","MD",221657560,"15.30B","25.42B","15.97","15.42","3.08","5.43","2.80","9.13","18.86","Dec 31","Sep 30, 2015","37.46%","31.54%","2.68%","8.33%","2.78B","14.80","12.70%","1.57B","1.35B","515.58M","5.08","44.70%","788.14M","4.18","10.08B","117.83","3.85","28.67","750.27M","867.19M","0.80","-28.13%","-11.22%","114.15","78.91","90.98","94.04","919,803","1,415,960","188.62M","171.46M","9.12%","88.90%","3.30M","3.37","2.40%","3.38M","2.52","3.14%","2.52","3.10%","3.07%","96.32%","Feb 16, 2016","Jan 28, 2016","1104:1000","Jan 16, 2015",1.53e+10,9023000,0.000589738562091503
"VNO","899689","0000899689-15-000026","9023000","20131231","6798","20141231","FY","2014","Vornado Realty Trust","NYSE",6798,"NY","MD",221657560,"15.30B","25.42B","15.97","15.42","3.08","5.43","2.80","9.13","18.86","Dec 31","Sep 30, 2015","37.46%","31.54%","2.68%","8.33%","2.78B","14.80","12.70%","1.57B","1.35B","515.58M","5.08","44.70%","788.14M","4.18","10.08B","117.83","3.85","28.67","750.27M","867.19M","0.80","-28.13%","-11.22%","114.15","78.91","90.98","94.04","919,803","1,415,960","188.62M","171.46M","9.12%","88.90%","3.30M","3.37","2.40%","3.38M","2.52","3.14%","2.52","3.10%","3.07%","96.32%","Feb 16, 2016","Jan 28, 2016","1104:1000","Jan 16, 2015",1.53e+10,9023000,0.000589738562091503
"VNO","899689","0000899689-15-000026","21709000","20121231","6798","20141231","FY","2014","Vornado Realty Trust","NYSE",6798,"NY","MD",221657560,"15.30B","25.42B","15.97","15.42","3.08","5.43","2.80","9.13","18.86","Dec 31","Sep 30, 2015","37.46%","31.54%","2.68%","8.33%","2.78B","14.80","12.70%","1.57B","1.35B","515.58M","5.08","44.70%","788.14M","4.18","10.08B","117.83","3.85","28.67","750.27M","867.19M","0.80","-28.13%","-11.22%","114.15","78.91","90.98","94.04","919,803","1,415,960","188.62M","171.46M","9.12%","88.90%","3.30M","3.37","2.40%","3.38M","2.52","3.14%","2.52","3.10%","3.07%","96.32%","Feb 16, 2016","Jan 28, 2016","1104:1000","Jan 16, 2015",1.53e+10,21709000,0.00141888888888889
"VOYA","1535929","0001193125-15-069733","44500000","20141231","6311","20141231","FY","2014","Ing US Inc","NYSE",6311,"NY","DE",521222820,"5.56B","6.52B","14.78","6.86","0.61","0.48","0.40","0.57","7.98","Dec 31","Dec 31, 2015","3.60%","6.89%","0.22%","3.10%","11.34B","50.32","-20.60%","7.12B","817.67M","408.30M","1.80","N/A","4.01B","19.18","4.97B","30.54","6.75","64.25","N/A","N/A","1.72","-38.33%","-11.22%","48.30","25.75","31.23","38.76","2,345,730","3,350,700","209.10M","208.76M","0.13%","99.10%","2.82M","1.06","1.23%","1.97M","0.04","0.15%","0.04","0.20%","N/A","0.50%","Mar 30, 2016","Nov 24, 2015","N/A","N/A",5.56e+09,44500000,0.00800359712230216
"VOYA","1535929","0001193125-15-069733","44600000","20131231","6311","20141231","FY","2014","Ing US Inc","NYSE",6311,"NY","DE",521222820,"5.56B","6.52B","14.78","6.86","0.61","0.48","0.40","0.57","7.98","Dec 31","Dec 31, 2015","3.60%","6.89%","0.22%","3.10%","11.34B","50.32","-20.60%","7.12B","817.67M","408.30M","1.80","N/A","4.01B","19.18","4.97B","30.54","6.75","64.25","N/A","N/A","1.72","-38.33%","-11.22%","48.30","25.75","31.23","38.76","2,345,730","3,350,700","209.10M","208.76M","0.13%","99.10%","2.82M","1.06","1.23%","1.97M","0.04","0.15%","0.04","0.20%","N/A","0.50%","Mar 30, 2016","Nov 24, 2015","N/A","N/A",5.56e+09,44600000,0.00802158273381295
"VOYA","1535929","0001193125-15-069733","3500000","20121231","6311","20141231","FY","2014","Ing US Inc","NYSE",6311,"NY","DE",521222820,"5.56B","6.52B","14.78","6.86","0.61","0.48","0.40","0.57","7.98","Dec 31","Dec 31, 2015","3.60%","6.89%","0.22%","3.10%","11.34B","50.32","-20.60%","7.12B","817.67M","408.30M","1.80","N/A","4.01B","19.18","4.97B","30.54","6.75","64.25","N/A","N/A","1.72","-38.33%","-11.22%","48.30","25.75","31.23","38.76","2,345,730","3,350,700","209.10M","208.76M","0.13%","99.10%","2.82M","1.06","1.23%","1.97M","0.04","0.15%","0.04","0.20%","N/A","0.50%","Mar 30, 2016","Nov 24, 2015","N/A","N/A",5.56e+09,3500000,0.000629496402877698
"VRSK","1442145","0001442145-15-000011","126846000","20131231","7374","20141231","FY","2014","Verisk Analytics Inc","NASDAQ",7374,"NJ","DE",262994223,"11.53B","14.56B","23.08","21.20","1.73","5.70","8.54","7.38","15.79","Dec 31","Sep 30, 2015","24.90%","38.32%","11.39%","48.36%","1.97B","12.05","22.70%","1.03B","922.08M","493.13M","2.95","33.10%","172.46M","1.02","3.20B","243.47","0.40","7.77","630.86M","536.18M","0.63","0.74%","-11.22%","82.00","64.79","71.80","74.55","1,211,950","1,410,680","169.43M","167.73M","8.40%","91.30%","7.33M","6.29","5.07%","7.47M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",1.153e+10,126846000,0.0110013876843018
"VRSK","1442145","0001442145-15-000011","205498000","20141231","7374","20141231","FY","2014","Verisk Analytics Inc","NASDAQ",7374,"NJ","DE",262994223,"11.53B","14.56B","23.08","21.20","1.73","5.70","8.54","7.38","15.79","Dec 31","Sep 30, 2015","24.90%","38.32%","11.39%","48.36%","1.97B","12.05","22.70%","1.03B","922.08M","493.13M","2.95","33.10%","172.46M","1.02","3.20B","243.47","0.40","7.77","630.86M","536.18M","0.63","0.74%","-11.22%","82.00","64.79","71.80","74.55","1,211,950","1,410,680","169.43M","167.73M","8.40%","91.30%","7.33M","6.29","5.07%","7.47M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",1.153e+10,205498000,0.0178228967909801
"VRSK","1442145","0001442145-15-000011","47516000","20121231","7374","20141231","FY","2014","Verisk Analytics Inc","NASDAQ",7374,"NJ","DE",262994223,"11.53B","14.56B","23.08","21.20","1.73","5.70","8.54","7.38","15.79","Dec 31","Sep 30, 2015","24.90%","38.32%","11.39%","48.36%","1.97B","12.05","22.70%","1.03B","922.08M","493.13M","2.95","33.10%","172.46M","1.02","3.20B","243.47","0.40","7.77","630.86M","536.18M","0.63","0.74%","-11.22%","82.00","64.79","71.80","74.55","1,211,950","1,410,680","169.43M","167.73M","8.40%","91.30%","7.33M","6.29","5.07%","7.47M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",1.153e+10,47516000,0.00412107545533391
"VSI","1360530","0001193125-15-060108","37652000","20141231","5400","20141227","FY","2014","Vitamin Shoppe Inc","NYSE",5400,"NJ","DE",113664322,"857.60M","851.70M","14.91","12.53","2.37","0.67","1.49","0.67","6.06","Dec 27","Sep 26, 2015","4.64%","8.15%","8.64%","10.19%","1.26B","42.93","1.60%","404.26M","140.46M","58.65M","1.98","15.60%","1.98M","0.07","8.00M","1.42","2.23","19.68","87.64M","49.45M","0.47","-33.14%","-11.22%","44.83","26.25","30.43","32.52","464,263","297,700","29.12M","24.25M","8.79%","111.60%","4.70M","9.71","18.19%","4.70M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11:10","Sep 12, 2011",857600000,37652000,0.0439039179104478
"VSI","1360530","0001193125-15-060108","57064000","20131231","5400","20141227","FY","2014","Vitamin Shoppe Inc","NYSE",5400,"NJ","DE",113664322,"857.60M","851.70M","14.91","12.53","2.37","0.67","1.49","0.67","6.06","Dec 27","Sep 26, 2015","4.64%","8.15%","8.64%","10.19%","1.26B","42.93","1.60%","404.26M","140.46M","58.65M","1.98","15.60%","1.98M","0.07","8.00M","1.42","2.23","19.68","87.64M","49.45M","0.47","-33.14%","-11.22%","44.83","26.25","30.43","32.52","464,263","297,700","29.12M","24.25M","8.79%","111.60%","4.70M","9.71","18.19%","4.70M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11:10","Sep 12, 2011",857600000,57064000,0.0665391791044776
"VSI","1360530","0001193125-15-060108","30817000","20121231","5400","20141227","FY","2014","Vitamin Shoppe Inc","NYSE",5400,"NJ","DE",113664322,"857.60M","851.70M","14.91","12.53","2.37","0.67","1.49","0.67","6.06","Dec 27","Sep 26, 2015","4.64%","8.15%","8.64%","10.19%","1.26B","42.93","1.60%","404.26M","140.46M","58.65M","1.98","15.60%","1.98M","0.07","8.00M","1.42","2.23","19.68","87.64M","49.45M","0.47","-33.14%","-11.22%","44.83","26.25","30.43","32.52","464,263","297,700","29.12M","24.25M","8.79%","111.60%","4.70M","9.71","18.19%","4.70M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11:10","Sep 12, 2011",857600000,30817000,0.0359340018656716
"WAFD","936528","0000936528-15-000039","65720000","20150930","6035","20150930","FY","2015","Washington Federal Inc","NASDAQ",6035,"WA","WA",911661606,"1.89B","3.52B","12.39","11.77","1.22","3.83","0.94","7.40","N/A","Sep 30","Dec 31, 2015","33.02%","52.48%","1.08%","7.95%","475.46M","5.04","-0.10%","N/A","N/A","157.01M","1.66","-8.60%","315.61M","3.45","1.95B","N/A","N/A","21.20","192.65M","N/A","1.14","-2.92%","-11.22%","26.34","19.11","21.62","23.27","863,564","676,200","91.56M","90.27M","1.36%","88.90%","5.05M","4.65","5.51%","3.87M","0.56","2.82%","0.53","2.70%","1.84%","31.40%","Feb 12, 2016","Jan 28, 2016","11:10","Feb 2, 2005",1.89e+09,65720000,0.0347724867724868
"WAFD","936528","0000936528-14-000037","64372000","20140930","6035","20140930","FY","2014","Washington Federal Inc","NASDAQ",6035,"WA","WA",911661606,"1.89B","3.52B","12.39","11.77","1.22","3.83","0.94","7.40","N/A","Sep 30","Dec 31, 2015","33.02%","52.48%","1.08%","7.95%","475.46M","5.04","-0.10%","N/A","N/A","157.01M","1.66","-8.60%","315.61M","3.45","1.95B","N/A","N/A","21.20","192.65M","N/A","1.14","-2.92%","-11.22%","26.34","19.11","21.62","23.27","863,564","676,200","91.56M","90.27M","1.36%","88.90%","5.05M","4.65","5.51%","3.87M","0.56","2.82%","0.53","2.70%","1.84%","31.40%","Feb 12, 2016","Jan 28, 2016","11:10","Feb 2, 2005",1.89e+09,64372000,0.0340592592592593
"WAFD","936528","0000936528-14-000037","59596000","20120930","6035","20140930","FY","2014","Washington Federal Inc","NASDAQ",6035,"WA","WA",911661606,"1.89B","3.52B","12.39","11.77","1.22","3.83","0.94","7.40","N/A","Sep 30","Dec 31, 2015","33.02%","52.48%","1.08%","7.95%","475.46M","5.04","-0.10%","N/A","N/A","157.01M","1.66","-8.60%","315.61M","3.45","1.95B","N/A","N/A","21.20","192.65M","N/A","1.14","-2.92%","-11.22%","26.34","19.11","21.62","23.27","863,564","676,200","91.56M","90.27M","1.36%","88.90%","5.05M","4.65","5.51%","3.87M","0.56","2.82%","0.53","2.70%","1.84%","31.40%","Feb 12, 2016","Jan 28, 2016","11:10","Feb 2, 2005",1.89e+09,59596000,0.0315322751322751
"WAFD","936528","0000936528-15-000039","64372000","20140930","6035","20150930","FY","2015","Washington Federal Inc","NASDAQ",6035,"WA","WA",911661606,"1.89B","3.52B","12.39","11.77","1.22","3.83","0.94","7.40","N/A","Sep 30","Dec 31, 2015","33.02%","52.48%","1.08%","7.95%","475.46M","5.04","-0.10%","N/A","N/A","157.01M","1.66","-8.60%","315.61M","3.45","1.95B","N/A","N/A","21.20","192.65M","N/A","1.14","-2.92%","-11.22%","26.34","19.11","21.62","23.27","863,564","676,200","91.56M","90.27M","1.36%","88.90%","5.05M","4.65","5.51%","3.87M","0.56","2.82%","0.53","2.70%","1.84%","31.40%","Feb 12, 2016","Jan 28, 2016","11:10","Feb 2, 2005",1.89e+09,64372000,0.0340592592592593
"WAFD","936528","0000936528-15-000039","80417000","20130930","6035","20150930","FY","2015","Washington Federal Inc","NASDAQ",6035,"WA","WA",911661606,"1.89B","3.52B","12.39","11.77","1.22","3.83","0.94","7.40","N/A","Sep 30","Dec 31, 2015","33.02%","52.48%","1.08%","7.95%","475.46M","5.04","-0.10%","N/A","N/A","157.01M","1.66","-8.60%","315.61M","3.45","1.95B","N/A","N/A","21.20","192.65M","N/A","1.14","-2.92%","-11.22%","26.34","19.11","21.62","23.27","863,564","676,200","91.56M","90.27M","1.36%","88.90%","5.05M","4.65","5.51%","3.87M","0.56","2.82%","0.53","2.70%","1.84%","31.40%","Feb 12, 2016","Jan 28, 2016","11:10","Feb 2, 2005",1.89e+09,80417000,0.0425486772486772
"WAFD","936528","0000936528-14-000037","80417000","20130930","6035","20140930","FY","2014","Washington Federal Inc","NASDAQ",6035,"WA","WA",911661606,"1.89B","3.52B","12.39","11.77","1.22","3.83","0.94","7.40","N/A","Sep 30","Dec 31, 2015","33.02%","52.48%","1.08%","7.95%","475.46M","5.04","-0.10%","N/A","N/A","157.01M","1.66","-8.60%","315.61M","3.45","1.95B","N/A","N/A","21.20","192.65M","N/A","1.14","-2.92%","-11.22%","26.34","19.11","21.62","23.27","863,564","676,200","91.56M","90.27M","1.36%","88.90%","5.05M","4.65","5.51%","3.87M","0.56","2.82%","0.53","2.70%","1.84%","31.40%","Feb 12, 2016","Jan 28, 2016","11:10","Feb 2, 2005",1.89e+09,80417000,0.0425486772486772
"WBS","801337","0000801337-15-000033","56491000","20121231","6021","20141231","FY","2014","Webster Financial Corp","NYSE",6021,"CT","DE",61187536,"2.98B","6.62B","15.12","12.31","2.21","3.35","1.25","7.74","N/A","Dec 31","Dec 31, 2015","24.14%","38.86%","0.87%","8.71%","854.87M","9.39","7.30%","N/A","N/A","197.63M","2.15","3.10%","407.17M","4.44","4.04B","N/A","N/A","25.01","N/A","N/A","1.08","-5.47%","-11.22%","41.34","30.09","33.68","36.40","902,410","893,512","91.68M","90.54M","1.21%","92.90%","3.69M","3.33","4.14%","3.26M","0.92","2.94%","0.92","2.90%","1.62%","40.27%","Feb 23, 2016","Feb 5, 2016","2:1","Apr 15, 1998",2.98e+09,56491000,0.018956711409396
"WBS","801337","0000801337-15-000033","62926000","20131231","6021","20141231","FY","2014","Webster Financial Corp","NYSE",6021,"CT","DE",61187536,"2.98B","6.62B","15.12","12.31","2.21","3.35","1.25","7.74","N/A","Dec 31","Dec 31, 2015","24.14%","38.86%","0.87%","8.71%","854.87M","9.39","7.30%","N/A","N/A","197.63M","2.15","3.10%","407.17M","4.44","4.04B","N/A","N/A","25.01","N/A","N/A","1.08","-5.47%","-11.22%","41.34","30.09","33.68","36.40","902,410","893,512","91.68M","90.54M","1.21%","92.90%","3.69M","3.33","4.14%","3.26M","0.92","2.94%","0.92","2.90%","1.62%","40.27%","Feb 23, 2016","Feb 5, 2016","2:1","Apr 15, 1998",2.98e+09,62926000,0.0211161073825503
"WBS","801337","0000801337-15-000033","102973000","20141231","6021","20141231","FY","2014","Webster Financial Corp","NYSE",6021,"CT","DE",61187536,"2.98B","6.62B","15.12","12.31","2.21","3.35","1.25","7.74","N/A","Dec 31","Dec 31, 2015","24.14%","38.86%","0.87%","8.71%","854.87M","9.39","7.30%","N/A","N/A","197.63M","2.15","3.10%","407.17M","4.44","4.04B","N/A","N/A","25.01","N/A","N/A","1.08","-5.47%","-11.22%","41.34","30.09","33.68","36.40","902,410","893,512","91.68M","90.54M","1.21%","92.90%","3.69M","3.33","4.14%","3.26M","0.92","2.94%","0.92","2.90%","1.62%","40.27%","Feb 23, 2016","Feb 5, 2016","2:1","Apr 15, 1998",2.98e+09,102973000,0.0345546979865772
"WCC","929008","0000929008-15-000006","107147000","20141231","5063","20141231","FY","2014","Wesco International Inc","NYSE",5063,"PA","",251723342,"1.74B","3.30B","9.91","10.15","-2.84","0.25","1.07","0.44","7.51","Dec 31","Dec 31, 2015","2.80%","4.97%","5.00%","11.26%","7.52B","149.18","-6.70%","1.61B","438.70M","210.70M","4.18","-34.90%","160.30M","3.40","1.50B","84.62","2.38","37.58","283.10M","282.76M","1.60","-40.45%","-11.22%","74.61","34.00","40.15","47.79","759,892","668,125","42.13M","46.84M","15.58%","120.60%","3.74M","4.11","8.54%","4.01M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1:10","Apr 2, 2013",1.74e+09,107147000,0.0615787356321839
"WCC","929008","0000929008-15-000006","51733000","20121231","5063","20141231","FY","2014","Wesco International Inc","NYSE",5063,"PA","",251723342,"1.74B","3.30B","9.91","10.15","-2.84","0.25","1.07","0.44","7.51","Dec 31","Dec 31, 2015","2.80%","4.97%","5.00%","11.26%","7.52B","149.18","-6.70%","1.61B","438.70M","210.70M","4.18","-34.90%","160.30M","3.40","1.50B","84.62","2.38","37.58","283.10M","282.76M","1.60","-40.45%","-11.22%","74.61","34.00","40.15","47.79","759,892","668,125","42.13M","46.84M","15.58%","120.60%","3.74M","4.11","8.54%","4.01M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1:10","Apr 2, 2013",1.74e+09,51733000,0.0297316091954023
"WCC","929008","0000929008-15-000006","90678000","20131231","5063","20141231","FY","2014","Wesco International Inc","NYSE",5063,"PA","",251723342,"1.74B","3.30B","9.91","10.15","-2.84","0.25","1.07","0.44","7.51","Dec 31","Dec 31, 2015","2.80%","4.97%","5.00%","11.26%","7.52B","149.18","-6.70%","1.61B","438.70M","210.70M","4.18","-34.90%","160.30M","3.40","1.50B","84.62","2.38","37.58","283.10M","282.76M","1.60","-40.45%","-11.22%","74.61","34.00","40.15","47.79","759,892","668,125","42.13M","46.84M","15.58%","120.60%","3.74M","4.11","8.54%","4.01M","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1:10","Apr 2, 2013",1.74e+09,90678000,0.0521137931034483
